n,name_test_case,best_fitness,best_solution,avg_fitness,avg_run_time,num of drone,num of trucks
16,C201_2.dat,533.6780913864404,"[[[[0, []], [13, [1, 13]], [1, [4, 3, 11]], [4, []], [3, []], [7, [7, 2, 10, 14]], [2, []], [5, [5, 8, 15]], [8, []], [10, []], [11, []], [9, [9, 12, 6]], [12, []], [14, []], [15, []], [6, []]]], [[[13, [1, 13]]], [[1, [4, 3, 11]]], [[7, [7, 2, 10, 14]]], [[5, [5, 8, 15]]], [[9, [9, 12, 6]]]]]",535.6843324233766,161.88312525749208,1,1
16,C201_3.dat,659.0788655293195,"[[[[0, [1, 13]], [5, [5]], [11, [11, 2]], [2, []], [3, [3, 4]], [4, []], [1, []], [7, [7, 10]], [8, [8, 15, 14]], [10, []], [13, []], [15, []], [14, []], [12, [12, 9, 6]], [9, []], [6, []]]], [[[5, [5]]], [[11, [11, 2]]], [[3, [3, 4]]], [[7, [7, 10]]], [[8, [8, 15, 14]]], [[12, [12, 9, 6]]]]]",661.9861979908084,153.23561873435975,1,1
16,R101_0.5.dat,604.0,"[[[[0, [1]], [4, [4, 10, 2, 13]], [12, [12, 3, 15]], [3, []], [9, [9, 7, 11]], [1, [14, 6, 8, 5]], [10, []], [11, []], [7, []], [8, []], [5, []], [14, []], [15, []], [2, []], [13, []], [6, []]]], [[[4, [4, 10, 2, 13]]], [[12, [12, 3, 15]]], [[9, [9, 7, 11]]], [[1, [14, 6, 8, 5]]]]]",611.2140590684478,183.17848160266877,1,1
16,R101_1.5.dat,656.0,"[[[[0, [1]], [1, []], [4, [2, 4, 3, 13]], [2, [14, 11]], [14, []], [15, [15, 5, 7, 10]], [13, []], [6, [6, 8, 9, 12]], [5, []], [8, []], [7, []], [11, []], [10, []], [9, []], [3, []], [12, []]]], [[[4, [2, 4, 3, 13]]], [[2, [14, 11]]], [[15, [15, 5, 7, 10]]], [[6, [6, 8, 9, 12]]]]]",662.273168540576,173.4898102521896,1,1
16,R101_1.dat,629.4138126514911,"[[[[0, [1]], [13, [13]], [4, [4, 2, 3]], [2, []], [15, [15, 14, 5, 7]], [14, []], [5, [8, 6, 9, 12]], [6, []], [8, []], [7, []], [11, [11, 10]], [10, []], [1, []], [9, []], [3, []], [12, []]]], [[[13, [13]]], [[4, [4, 2, 3]]], [[15, [15, 14, 5, 7]]], [[5, [8, 6, 9, 12]]], [[11, [11, 10]]]]]",631.2482875908946,176.08193950653077,1,1
16,R101_2.5.dat,771.4138126514911,"[[[[0, [1, 11]], [1, []], [4, [4]], [2, [13, 2]], [14, [14, 5, 10]], [15, [15, 3, 7]], [13, []], [6, [6, 8]], [5, []], [8, [12, 9]], [7, []], [11, []], [10, []], [9, []], [3, []], [12, []]]], [[[4, [4]]], [[2, [13, 2]]], [[14, [14, 5, 10]]], [[15, [15, 3, 7]]], [[6, [6, 8]]], [[8, [12, 9]]]]]",771.4138126514911,176.14099116325377,1,1
16,R101_2.dat,700.180339887499,"[[[[0, [1]], [1, []], [4, [4, 2, 13, 5]], [2, [11]], [14, [14]], [15, [15, 7, 10, 3]], [13, []], [6, [6, 8, 12, 9]], [5, []], [8, []], [7, []], [11, []], [10, []], [9, []], [3, []], [12, []]]], [[[4, [4, 2, 13, 5]]], [[2, [11]]], [[14, [14]]], [[15, [15, 7, 10, 3]]], [[6, [6, 8, 12, 9]]]]]",708.8417204402452,177.35603599548338,1,1
16,R101_3.dat,827.4138126514911,"[[[[0, []], [1, [1]], [11, [11, 13]], [13, []], [4, [4, 2, 3]], [2, [14, 5, 10]], [14, []], [15, [15]], [6, [6, 7, 8]], [5, []], [8, []], [7, [9, 12]], [10, []], [9, []], [3, []], [12, []]]], [[[1, [1]]], [[11, [11, 13]]], [[4, [4, 2, 3]]], [[2, [14, 5, 10]]], [[15, [15]]], [[6, [6, 7, 8]]], [[7, [9, 12]]]]]",841.337861522524,177.9032100200653,1,1
16,RC101_0.5.dat,415.0,"[[[[0, [2, 1, 5, 3, 4, 13, 11]], [2, [8, 14, 15, 12]], [1, []], [3, []], [5, []], [4, []], [8, []], [6, [6, 7, 10, 9]], [7, []], [14, []], [15, []], [13, []], [9, []], [10, []], [11, []], [12, []]]], [[[2, [8, 14, 15, 12]]], [[6, [6, 7, 10, 9]]]]]",416.61063121850566,126.48755855560303,1,1
16,RC101_1.5.dat,455.3016516106934,"[[[[0, [1, 13, 11]], [2, [2, 5, 3, 4]], [5, []], [3, []], [1, []], [4, []], [6, [6, 8, 7, 15]], [7, []], [8, []], [12, [12, 9, 10, 14]], [14, []], [15, []], [13, []], [9, []], [10, []], [11, []]]], [[[2, [2, 5, 3, 4]]], [[6, [6, 8, 7, 15]]], [[12, [12, 9, 10, 14]]]]]",456.13215532461135,119.80571417808532,1,1
16,RC101_1.dat,420.0218739220759,"[[[[0, [1]], [2, [2, 3, 5, 4]], [3, []], [1, []], [5, []], [4, []], [6, [6, 7, 8, 13]], [8, []], [7, []], [12, [12, 14, 15, 9]], [14, []], [15, []], [13, []], [9, []], [11, [11, 10]], [10, []]]], [[[2, [2, 3, 5, 4]]], [[6, [6, 7, 8, 13]]], [[12, [12, 14, 15, 9]]], [[11, [11, 10]]]]]",425.0452105827478,123.16394331455231,1,1
16,RC101_2.5.dat,558.3016516106934,"[[[[0, [1]], [11, [11, 13, 5]], [2, [10, 2, 3, 4]], [4, []], [1, []], [3, []], [5, []], [6, [6, 8, 7]], [8, []], [7, []], [10, [9, 15, 14, 12]], [9, []], [13, []], [15, []], [14, []], [12, []]]], [[[11, [11, 13, 5]]], [[2, [10, 2, 3, 4]]], [[6, [6, 8, 7]]], [[10, [9, 15, 14, 12]]]]]",565.5016516106934,132.88455300331114,1,1
16,RC101_2.dat,510.3016516106934,"[[[[0, [1]], [1, [11, 13]], [4, [4, 5, 3, 2]], [5, []], [3, []], [2, []], [6, [6, 8, 7, 10]], [7, []], [8, []], [10, []], [11, []], [9, [9, 15, 14, 12]], [13, []], [15, []], [14, []], [12, []]]], [[[1, [11, 13]]], [[4, [4, 5, 3, 2]]], [[6, [6, 8, 7, 10]]], [[9, [9, 15, 14, 12]]]]]",510.3016516106935,128.08521287441255,1,1
16,RC101_3.dat,613.3016516106934,"[[[[0, [13]], [11, [11, 5, 2]], [4, [4, 3, 1, 10]], [5, []], [3, []], [1, []], [2, []], [6, [6, 8, 7, 14]], [7, []], [8, []], [12, [12, 9, 15]], [14, []], [15, []], [13, []], [9, []], [10, []]]], [[[11, [11, 5, 2]]], [[4, [4, 3, 1, 10]]], [[6, [6, 8, 7, 14]]], [[12, [12, 9, 15]]]]]",617.3016516106933,129.35080595016478,1,1
